_id,source,app_name,score,at,content,clean_content,label_sentimen
6a02c0c3734d74d8e826f120,PlayStore,GoPay,5,2026-04-13 22:00:10,#salamsatuaspal gojek terbaik,salamsatuaspal gojek terbaik,1
6a02c0c3734d74d8e826f121,PlayStore,GoPay,3,2026-04-14 15:07:24,(********0101) nomor lama sudah mati karena telat isi pulsa tetapi WA masih nomor lama yang tarkait gojek bos (********0101) dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login.. dan saya baru saja mengirim uang ke nomor ya lama sekitar RP. 806.000 apa kah ada solusi min supaya saya bisa login?,nomor lama sudah mati karena telat isi pulsa tetapi wa masih nomor lama yang tarkait gojek bos  dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login dan saya baru saja mengirim uang ke nomor ya lama sekitar rp  apa kah ada solusi min supaya saya bisa login,-1
6a02c0c3734d74d8e826f122,PlayStore,ShopeePay,5,2026-05-05 10:36:36,", cara t Tutgon",cara t tutgon,-1
6a02c0c3734d74d8e826f123,PlayStore,GoPay,1,2026-04-23 21:56:34,"-1 RESPECT UNTUK DRIVER GOCAR NYA, SAYA NIAT PESAN DARI JAM 8 SAMPAI SEKARANG DIBATALKAN TERUS? SAYA INGIN MENGANTAR ANAK SAYA KE PUSKESMAS TAPI SELALU DIBATALKAN?? APA APAAN INI?? BEGITUKAH PELAYANAN YANG BAIK??? NO RESPECT AGAIN FOR GOJEK",respect untuk driver gocar nya saya niat pesan dari jam  sampai sekarang dibatalkan terus saya ingin mengantar anak saya ke puskesmas tapi selalu dibatalkan apa apaan ini begitukah pelayanan yang baik no respect again for gojek,-1
6a02c0c3734d74d8e826f124,PlayStore,ShopeePay,5,2026-05-08 20:46:40,...saya puas blanja disini mksh shope...saya puas blanja di shofee amoga shofee allu amanah,saya puas blanja disini mksh shopesaya puas blanja di shofee amoga shofee allu amanah,1
6a02c0c3734d74d8e826f125,PlayStore,GoPay,1,2026-04-08 01:55:12,"1 jam lebih nungguin driver cuma ngantar makanan ga nemu2, kalau memang ga ada driver kasih option batalin tanpa harus nunggu berjam2 baru bisa di cancel.",jam lebih nungguin driver cuma ngantar makanan ga nemu kalau memang ga ada driver kasih option batalin tanpa harus nunggu berjam baru bisa di cancel,0
6a02c0c3734d74d8e826f126,PlayStore,GoPay,1,2026-05-01 19:43:33,1 mei 2026 garut susah cari driver gojek,mei  garut susah cari driver gojek,-1
6a02c0c3734d74d8e826f127,PlayStore,ShopeePay,1,2026-05-04 21:27:38,"1 minggu sudah saya topup pake Brimo ke saldo ShoopePay tapi saldo tidak masuk, sudah isi formulir, sudah kirim bukti transfer, no rek diminta berkali - kali, sampai buku rekeing diminta, dan masih proses, nilai topup 2 juta lebih, gini amat nasib, semoga tidak terjadi kepada pengguna yang lain, dan semoga tim Shoope baca keluhan saya dan menyelesaikan masalah saya, saya juga sudah bilang ke CS nya, untuk dikembalikan saja ke saldo rek bank saya, saya kapok topup ShoopePay, padahal Prioritas",minggu sudah saya topup pake brimo ke saldo shoopepay tapi saldo tidak masuk sudah isi formulir sudah kirim bukti transfer no rek diminta berkali  kali sampai buku rekeing diminta dan masih proses nilai topup  juta lebih gini amat nasib semoga tidak terjadi kepada pengguna yang lain dan semoga tim shoope baca keluhan saya dan menyelesaikan masalah saya saya juga sudah bilang ke cs nya untuk dikembalikan saja ke saldo rek bank saya saya kapok topup shoopepay padahal prioritas,-1
6a02c0c3734d74d8e826f128,PlayStore,ShopeePay,1,2026-05-05 18:39:33,1. Aplikasi yang menyedot data kurang presisi dan smoot tiap dioperasikan selalu berat susah loading padhal pakai smartphone menggunakan ram 8gb tpi memang dri aplikasinya jelek. 2. terkait dengan perihal refund/return selalu memihak pada seller tidak ada solusi berimbang cara menangani hal tersebut padahal kesalahan cenderung ada pada seller inilah jeleknya market place ini.,aplikasi yang menyedot data kurang presisi dan smoot tiap dioperasikan selalu berat susah loading padhal pakai smartphone menggunakan ram gb tpi memang dri aplikasinya jelek  terkait dengan perihal refundreturn selalu memihak pada seller tidak ada solusi berimbang cara menangani hal tersebut padahal kesalahan cenderung ada pada seller inilah jeleknya market place ini,-1
6a02c0c3734d74d8e826f129,PlayStore,GoPay,1,2026-04-16 14:41:49,"1. CS lama membalas 2. tertulis transaksi di batalkan dan refund, tp saldo tidak berubah 3. CS bilang gabisa refund karna transaksi berasal dr akun dan silakan cek riwayat. pdhl di riwayat tertera REFUND namun saldo tidak dikembalikan.",cs lama membalas  tertulis transaksi di batalkan dan refund tp saldo tidak berubah  cs bilang gabisa refund karna transaksi berasal dr akun dan silakan cek riwayat pdhl di riwayat tertera refund namun saldo tidak dikembalikan,-1
6a02c0c3734d74d8e826f12a,PlayStore,ShopeePay,1,2026-05-06 09:02:13,"1. TOLONG PADA PIHAK PENGELOLA APLIKASI INI, MAKIN KESINI MAKIN LELETTTT SUSAH DI BUKA... 2. JANGAN AMBIL KEPUTUSAN SEPIHAK Kalau kami yg nolak paket karena barang tidak sesuai kalian kenai sangsi AKUN GK bisa COD tapi KALAU PAKET Hillang Diperjalanan Kalian diam Aja GK ada tindakan. 3. TOLONG PELAYANAN GUDANG BANDAR LAMPUNG JANGAN ASAL-ASALAN NYOTIR BARANG HINGGA HILANG ENTAH KEMANA, DAN GUDANG BARADATU WAYKANAN DI PERBAIKI JANGAN KELAMAAN BARANG DI TAHAN DI BARADATU, PERBAIKI JASA KIRIM ANDA",tolong pada pihak pengelola aplikasi ini makin kesini makin leletttt susah di buka  jangan ambil keputusan sepihak kalau kami yg nolak paket karena barang tidak sesuai kalian kenai sangsi akun gk bisa cod tapi kalau paket hillang diperjalanan kalian diam aja gk ada tindakan  tolong pelayanan gudang bandar lampung jangan asalasalan nyotir barang hingga hilang entah kemana dan gudang baradatu waykanan di perbaiki jangan kelamaan barang di tahan di baradatu perbaiki jasa kirim anda,-1
6a02c0c3734d74d8e826f12b,PlayStore,ShopeePay,1,2026-05-07 15:32:11,"1. barang di video beda dg yg dijual 2. barang lokal dikemas original 3. kurir ga punya paket data untuk konfirmasi 4. masih banyak jeleknya,sampe bingung mau nulis apa lagi",barang di video beda dg yg dijual  barang lokal dikemas original  kurir ga punya paket data untuk konfirmasi  masih banyak jeleknyasampe bingung mau nulis apa lagi,1
6a02c0c3734d74d8e826f12c,PlayStore,ShopeePay,2,2026-05-07 13:16:34,"1. pengiriman via shoope instan lelet , udah seperti pakai sameday pesan jam 10.00 jam 13.00 baru ada yang pick up kalau begini bukan instant namanya 2. Parah beli paket internet beli tanggal 15 sampe tanggal 16 malam tidak masuk, pas diajukan pembatalan, pas siang ini dapet laporan pesanan selesai dan tidak bisa diklik apapun hanya hanya ada pesanan diterima tapi tidak diterima",pengiriman via shoope instan lelet  udah seperti pakai sameday pesan jam  jam  baru ada yang pick up kalau begini bukan instant namanya  parah beli paket internet beli tanggal  sampe tanggal  malam tidak masuk pas diajukan pembatalan pas siang ini dapet laporan pesanan selesai dan tidak bisa diklik apapun hanya hanya ada pesanan diterima tapi tidak diterima,-1
6a02c0c3734d74d8e826f12d,PlayStore,ShopeePay,5,2026-05-08 11:53:42,100% original,original,1
6a02c0c3734d74d8e826f12e,PlayStore,GoPay,5,2026-05-10 07:18:05,1000 x terimakasih,x terimakasih,1
6a02c0c3734d74d8e826f12f,PlayStore,GoPay,1,2026-04-11 09:31:12,"100x saya pakai gosend tapi 100x saya disuruh kirim SMS,pulsa saya habis disitu doang,ini kenapa ya,kok minta verifikasi terus,kan udah ke link BCA saya dengan gopay",x saya pakai gosend tapi x saya disuruh kirim smspulsa saya habis disitu doangini kenapa yakok minta verifikasi teruskan udah ke link bca saya dengan gopay,-1
6a02c0c3734d74d8e826f130,PlayStore,ShopeePay,5,2026-05-07 12:43:05,2 jempol,jempol,1
6a02c0c3734d74d8e826f131,PlayStore,ShopeePay,1,2026-05-09 23:50:16,2 kali beli barang lwat apps ini lebih dari 4 bulan ternyata uang ilang barang tak kujung dtang dan ikelan di apps lain bikin kesel ndak bisa disekip dan tanpa durasi,kali beli barang lwat apps ini lebih dari  bulan ternyata uang ilang barang tak kujung dtang dan ikelan di apps lain bikin kesel ndak bisa disekip dan tanpa durasi,-1
6a02c0c3734d74d8e826f132,PlayStore,GoPay,4,2026-04-16 15:49:11,2 kali ini saya dapat keluhan dari driver Gocar katanya potongan nya tinggi trus yg terakhir ini saya siminta di openin katanya sya gk ngerti maksudnya taunya udah sampe tujuan disuruh batalin trus duit nya disuruh transfer ke rek driver artinya dia gk mau pake aplikasi tolong dipertimbangkan kesejahteraan driver biar gk curang atau ngeluh mulu,kali ini saya dapat keluhan dari driver gocar katanya potongan nya tinggi trus yg terakhir ini saya siminta di openin katanya sya gk ngerti maksudnya taunya udah sampe tujuan disuruh batalin trus duit nya disuruh transfer ke rek driver artinya dia gk mau pake aplikasi tolong dipertimbangkan kesejahteraan driver biar gk curang atau ngeluh mulu,-1
6a02c0c3734d74d8e826f133,PlayStore,GoPay,1,2026-04-09 21:47:31,2 kali order gofood udah nunggu 1 jam lebih. tibatiba di cancel,kali order gofood udah nunggu  jam lebih tibatiba di cancel,-1
6a02c0c3734d74d8e826f134,PlayStore,ShopeePay,1,2026-05-05 15:01:07,"2 kali rotio, gagal voucher. bikin malu aja",kali rotio gagal voucher bikin malu aja,-1
6a02c0c3734d74d8e826f135,PlayStore,GoPay,1,2026-04-24 12:19:15,"2024: Kebanyakan di gojek bisu drivernya, ga ada respon. kita nungguin hampir sejam trus di cancel, berikutnya gitu lagi, jadi sejam lebih waktu terbuang buat cari driver. Padahal kondisi sedang tidak padat. Update 2026: saya install lagi ternyata sama saja drivernya diam saja trus biar yang order nunggu lama trus cancel dan ada yang makin menjauh tanpa ada kabar. lebih gercep aplikasi sebelah.",kebanyakan di gojek bisu drivernya ga ada respon kita nungguin hampir sejam trus di cancel berikutnya gitu lagi jadi sejam lebih waktu terbuang buat cari driver padahal kondisi sedang tidak padat update  saya install lagi ternyata sama saja drivernya diam saja trus biar yang order nunggu lama trus cancel dan ada yang makin menjauh tanpa ada kabar lebih gercep aplikasi sebelah,-1
6a02c0c3734d74d8e826f136,PlayStore,GoPay,2,2026-04-04 22:11:44,2026 cari driver go food makin syuliit!!!,cari driver go food makin syuliit,1
6a02c0c3734d74d8e826f137,PlayStore,ShopeePay,4,2026-05-07 17:12:14,"2026 ini kenapa penipu berkeliaran d chat shopee?????? akun anda d blokir lah,kena pelanggaran lah dan BLA BLA BLA 😌",ini kenapa penipu berkeliaran d chat shopee akun anda d blokir lahkena pelanggaran lah dan bla bla bla,-1
6a02c0c3734d74d8e826f138,PlayStore,GoPay,1,2026-05-02 15:09:57,2x pesen makanan disini. udh nunggu lama . udh bayar juga langsung. kedatangan terlambat. trus tiba-tiba di cancel . gojek bobrok sekarang. dikira sepele apa. ini jelas merugikan konsumen. cs juga susah banget dihubungi. tidak ada solusi. kalok ada reting dibawah nol. gw kasih reting dibawah nol!!!,x pesen makanan disini udh nunggu lama  udh bayar juga langsung kedatangan terlambat trus tibatiba di cancel  gojek bobrok sekarang dikira sepele apa ini jelas merugikan konsumen cs juga susah banget dihubungi tidak ada solusi kalok ada reting dibawah nol gw kasih reting dibawah nol,-1
6a02c0c3734d74d8e826f139,PlayStore,ShopeePay,1,2026-05-07 23:36:09,"3 Pesanan Saya kenapa Di kembalikan ke toko?, sudah nunggu di rumah 4 hari malah di balikan ke toko, gajelas banget",pesanan saya kenapa di kembalikan ke toko sudah nunggu di rumah  hari malah di balikan ke toko gajelas banget,-1
6a02c0c3734d74d8e826f13a,PlayStore,GoPay,1,2026-04-19 03:09:48,3 kali mesan. ketiga tiganya ngak ada driver,kali mesan ketiga tiganya ngak ada driver,1
6a02c0c3734d74d8e826f13b,PlayStore,ShopeePay,5,2026-05-07 18:23:24,"3 tahunan pake shopee sangat puas, dari beli barang , pengantaran, paylater sampai spinjam , cs nya juga gercep dan ramah , is the best lah 🥰💖🥰💖",tahunan pake shopee sangat puas dari beli barang  pengantaran paylater sampai spinjam  cs nya juga gercep dan ramah  is the best lah,1
6a02c0c3734d74d8e826f13c,PlayStore,GoPay,1,2026-04-14 11:28:36,30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,1
6a02c0c3734d74d8e826f13d,PlayStore,GoPay,1,2026-04-09 19:01:06,3x pesan go food menunggu dpt driver masing2 satu jam dan akhir nya d batalkan oleb driver tnpa konfrim . pesan makanan total 3 jam hasilnya nihil. knp g d batalin dr awal,x pesan go food menunggu dpt driver masing satu jam dan akhir nya d batalkan oleb driver tnpa konfrim  pesan makanan total  jam hasilnya nihil knp g d batalin dr awal,-1
6a02c0c3734d74d8e826f13e,PlayStore,ShopeePay,4,2026-05-09 12:05:19,4 bintang dulu ya so msh banyak toko yg kurang amanah lain d pesan lain juga yg d kirim jd klo bisa shopee lbih selektif lagi,bintang dulu ya so msh banyak toko yg kurang amanah lain d pesan lain juga yg d kirim jd klo bisa shopee lbih selektif lagi,1
6a02c0c3734d74d8e826f13f,PlayStore,ShopeePay,4,2026-05-09 13:28:46,4 dulu,dulu,1
6a02c0c3734d74d8e826f140,PlayStore,GoPay,3,2026-04-29 23:23:44,4x order gocar prioritas dikasih driver yang lokasinya jauh dengan titik penjemputan 1x dicancel driver 3x terpaksa cancel karena driver ngak ada yang bergerak,x order gocar prioritas dikasih driver yang lokasinya jauh dengan titik penjemputan x dicancel driver x terpaksa cancel karena driver ngak ada yang bergerak,-1
6a02c0c3734d74d8e826f141,PlayStore,ShopeePay,1,2026-05-09 12:32:12,"4x pesennnnn kenapa pesanan saya dibatalkan truss?pdhl udh jelas"" estimasi tiba nya udh tertera oke deh klo telat 4/5 hr ini smpe berminggu"" udh gtu maen batalkan aja ga lagi"" deh pake shope lgi",x pesennnnn kenapa pesanan saya dibatalkan trusspdhl udh jelas estimasi tiba nya udh tertera oke deh klo telat  hr ini smpe berminggu udh gtu maen batalkan aja ga lagi deh pake shope lgi,-1
6a02c0c3734d74d8e826f142,PlayStore,ShopeePay,4,2026-05-09 07:25:47,5 🌟 nilai malaikat.,nilai malaikat,1
6a02c0c3734d74d8e826f143,PlayStore,ShopeePay,5,2026-05-05 12:18:52,9 gv,gv,1
6a02c0c3734d74d8e826f144,PlayStore,ShopeePay,5,2026-05-06 16:34:34,90% gratis ongkir 100%,gratis ongkir,1
6a02c0c3734d74d8e826f145,PlayStore,ShopeePay,1,2026-05-07 16:28:32,ADMIN TOLONG KNPA PINGERIMAN NY SAMPE 1 MINGGU LEBIH KTA NY SHOPPEE BGUS TPI KOK MAKIN KESNII MAKIN JELEKK PENGIRIMAN NY LAMBAT BIASANYA 3HARI SUDAH SAMPAI SKRNG LEBIH DRI SATU MINGGU,admin tolong knpa pingeriman ny sampe  minggu lebih kta ny shoppee bgus tpi kok makin kesnii makin jelekk pengiriman ny lambat biasanya hari sudah sampai skrng lebih dri satu minggu,-1
6a02c0c3734d74d8e826f146,PlayStore,GoPay,1,2026-04-04 17:54:30,ADS,ads,1
6a02c0c3734d74d8e826f147,PlayStore,ShopeePay,5,2026-05-09 15:27:08,"AKU KASIH BINTANG 5 AGAR MUNCUL DI ATAS, TOLONG YAA APLIKASI NYA INI SUDAH BAGUS BNGT BANYAK DISKON JUGA TAPI SATU BERMASALAH DI PENGIRIMAN TOLONG GUDANG SORTIR DI BANDUNG ALIAS BANDUNG KOPO DC TOLONG DI PERBAIKI BANYAK PAKET YANG KEHALANG DISANA TERMASUK PAKET SAYA. 5 HARI DI KOPO DC.",aku kasih bintang  agar muncul di atas tolong yaa aplikasi nya ini sudah bagus bngt banyak diskon juga tapi satu bermasalah di pengiriman tolong gudang sortir di bandung alias bandung kopo dc tolong di perbaiki banyak paket yang kehalang disana termasuk paket saya  hari di kopo dc,0
6a02c0c3734d74d8e826f148,PlayStore,ShopeePay,5,2026-05-07 13:18:48,"ALHAMDULILLAH,Mantap!!!",alhamdulillahmantap,1
6a02c0c3734d74d8e826f149,PlayStore,GoPay,5,2026-04-22 00:01:30,AMAN SENTOSA,aman sentosa,1
6a02c0c3734d74d8e826f14a,PlayStore,ShopeePay,1,2026-05-09 12:36:33,"APAAN SEKRANG SHOPEE, DULU PAKET TELAT SAMPE DAPET VOC POTONGAN 10K MIN BELANJA 10K, SEKRANG MIN BEL 120K?!!! GA MASUK AKALLLLLLLLLL!!!!!!",apaan sekrang shopee dulu paket telat sampe dapet voc potongan k min belanja k sekrang min bel k ga masuk akallllllllll,0
6a02c0c3734d74d8e826f14b,PlayStore,ShopeePay,4,2026-05-08 19:47:22,"APK & Sellernya sih bagus, hanya saja makin ke sini pengiriman pihak Expedisi nya makin aneh aja. pertama, kenapa barang harus melalui Tanjung Priok dlu kan jadi lama estimasi pengirimannya. Dua, lebih parah lagi pihak Expedisi seenaknya selalu membatalkan pengiriman tanpa menghubungi nomor pemesan yg tertera dipaket & sudah menunggu lama.",apk  sellernya sih bagus hanya saja makin ke sini pengiriman pihak expedisi nya makin aneh aja pertama kenapa barang harus melalui tanjung priok dlu kan jadi lama estimasi pengirimannya dua lebih parah lagi pihak expedisi seenaknya selalu membatalkan pengiriman tanpa menghubungi nomor pemesan yg tertera dipaket  sudah menunggu lama,-1
6a02c0c3734d74d8e826f14c,PlayStore,GoPay,1,2026-04-10 21:55:38,APK JELEKK BANYAK DRIVER TITIK NYA YNG DKET TP SKRG JD SUSAH GADA YANG AMBIL PDHL DEKET TITIKNYA,apk jelekk banyak driver titik nya yng dket tp skrg jd susah gada yang ambil pdhl deket titiknya,-1
6a02c0c3734d74d8e826f14d,PlayStore,ShopeePay,1,2026-05-08 18:24:37,"APK RIBET NGEMIS RATING., SAMPAH AMAT KAYANYA., SAMPE NGEMIS RATING DI PEMBELIAN., BISA KALI YA GUGAT KE PERLINDUNGAN KOMSUMEN? TIBA2 DI BLOKIR GEGARA GK NGASIH RATING? ANEH GK SIH?",apk ribet ngemis rating sampah amat kayanya sampe ngemis rating di pembelian bisa kali ya gugat ke perlindungan komsumen tiba di blokir gegara gk ngasih rating aneh gk sih,-1
6a02c0c3734d74d8e826f14e,PlayStore,ShopeePay,1,2026-05-10 01:55:15,APLIKASI BOBROK,aplikasi bobrok,1
6a02c0c3734d74d8e826f14f,PlayStore,GoPay,1,2026-05-08 18:15:22,"APLIKASI BURUK! Suka banget naikin ongkir saat akan memesan makanan, padahal tidak ada hujan, tiba-tiba naik dari 1000 ke 2.800, bukan sekali dua kali, tapi SERING!! LEBIH BAGUS aplikasi Grab, Maxim, dan aplikasi serupa lainnya daripada aplikasi kapitalis pemeras user dan seller!",aplikasi buruk suka banget naikin ongkir saat akan memesan makanan padahal tidak ada hujan tibatiba naik dari  ke  bukan sekali dua kali tapi sering lebih bagus aplikasi grab maxim dan aplikasi serupa lainnya daripada aplikasi kapitalis pemeras user dan seller,0
6a02c0c3734d74d8e826f150,PlayStore,ShopeePay,1,2026-05-07 19:44:23,"APLIKASI GAJELAS TOLOL , NOTIF PENGAJUAN PAYLATER UDAH MUNCUL DAN AKTIF, TAPI PAS DI FITUR PAYLATER NYA MASIH BLM AKTIF KAN BEGO",aplikasi gajelas tolol  notif pengajuan paylater udah muncul dan aktif tapi pas di fitur paylater nya masih blm aktif kan bego,-1
6a02c0c3734d74d8e826f151,PlayStore,GoPay,1,2026-04-18 22:10:02,"APLIKASI OKE TAPI APA APA DI BUAT MAHAL, DRIVER SELALU GA MAU AMBIL ORDERAN UDAH NUNGGU LAMA JUGA UJUNG UJUNG NYA DI CANCEL TOLONG DI PERBAIKI",aplikasi oke tapi apa apa di buat mahal driver selalu ga mau ambil orderan udah nunggu lama juga ujung ujung nya di cancel tolong di perbaiki,-1
6a02c0c3734d74d8e826f152,PlayStore,GoPay,1,2026-04-25 02:46:54,APLIKASI PARAH MENANG BAYAR MURAH TAPI DRIVER JAUH JAUH DARI LOKASI JEMPUT,aplikasi parah menang bayar murah tapi driver jauh jauh dari lokasi jemput,1
6a02c0c3734d74d8e826f153,PlayStore,GoPay,5,2026-04-24 03:49:09,APLIKASI TRANSPORTASI TERBAIK,aplikasi transportasi terbaik,1
6a02c0c3734d74d8e826f154,PlayStore,GoPay,1,2026-04-11 19:38:20,"APLIKASINYA LELET , PADAHAL SINYAL FUL BUKA APP LAIN BISAAA . LELET BANGET",aplikasinya lelet  padahal sinyal ful buka app lain bisaaa  lelet banget,-1
6a02c0c3734d74d8e826f155,PlayStore,GoPay,1,2026-05-04 22:18:14,"APP GO FOOD KALIAN BUSUK BANGET.. ORDER MAKANAN SEJAMAN GEGARA GA DAPET2 DRIVER,CUMA MINTA BATALKAN SAJA RIBETNYA MINTA AMPUN..KALIAN BELAJAR DARI APP OREN NOH. DIKASIH TENGGANG WAKTU ""SELAMA 10 MENIT TIDAK DAPAT DRIVER AKAN TERBATALKAN OTOMATIS"" HARUSNYA SEPERTI ITU!!!!!",app go food kalian busuk banget order makanan sejaman gegara ga dapet drivercuma minta batalkan saja ribetnya minta ampunkalian belajar dari app oren noh dikasih tenggang waktu selama  menit tidak dapat driver akan terbatalkan otomatis harusnya seperti itu,-1
6a02c0c3734d74d8e826f156,PlayStore,ShopeePay,2,2026-05-08 02:48:38,"ASLI MUAK BANGET SAMA IKLAN SHOPEE YANG MUNCUL DI APLIKASI LAIN! GANGGU BANGET! TAU GAK? orang lagi baca wp malah bolak balik di alihin ke apk shopee, gak cuma sekali, berkali-kali. Dan itu selalu terjadi, gak cuma di wp aja! Tiap hari juga aku selalu buka shopee kok buat order apa"", selalu ya dan aku member shopee VIP juga kok. TAPI MEM VIP JUGA GAK TERLALU ADA KEUNTUNGAN YA, MALAH KADANG GAK ADA VOUCHER SOFOOD SAMSEK! Jadi jangan kek gak pernah di pakai sampai iklan-iklan berlebihan gini deh.",asli muak banget sama iklan shopee yang muncul di aplikasi lain ganggu banget tau gak orang lagi baca wp malah bolak balik di alihin ke apk shopee gak cuma sekali berkalikali dan itu selalu terjadi gak cuma di wp aja tiap hari juga aku selalu buka shopee kok buat order apa selalu ya dan aku member shopee vip juga kok tapi mem vip juga gak terlalu ada keuntungan ya malah kadang gak ada voucher sofood samsek jadi jangan kek gak pernah di pakai sampai iklaniklan berlebihan gini deh,-1
6a02c0c3734d74d8e826f157,PlayStore,ShopeePay,5,2026-05-05 15:46:04,"Ada banyak diskon, hampir semua barang ada",ada banyak diskon hampir semua barang ada,0
6a02c0c3734d74d8e826f158,PlayStore,ShopeePay,2,2026-05-09 18:58:55,"Ada gila2nya shopee ni, pengirimannnya kenapa bisa lama sekali? heran",ada gilanya shopee ni pengirimannnya kenapa bisa lama sekali heran,-1
6a02c0c3734d74d8e826f159,PlayStore,ShopeePay,5,2026-05-05 20:32:06,"Ada masalah langsung di tanggapi.Belanja di shope murah,tak terbatas belinya",ada masalah langsung di tanggapibelanja di shope murahtak terbatas belinya,1
6a02c0c3734d74d8e826f15a,PlayStore,GoPay,5,2026-04-22 21:26:40,"Ada peningkatan dan sudah ada perubahan besar, cepat dapat driver, dengan tarif yang konsisten untuk saya yang setiap hari di pakai pulang pergi kerja. terima kasih Gojek...",ada peningkatan dan sudah ada perubahan besar cepat dapat driver dengan tarif yang konsisten untuk saya yang setiap hari di pakai pulang pergi kerja terima kasih gojek,1
